age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
22,Private,10,Never-married,Prof-specialty,White,Female,10,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
49,Private,2,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
20,Private,10,Never-married,Handlers-cleaners,White,Male,25,<=50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,45,<=50K
30,Private,7,Married-civ-spouse,Machine-op-inspct,Black,Male,40,<=50K
23,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
20,Private,5,Never-married,Priv-house-serv,White,Male,40,<=50K
31,Private,10,Married-civ-spouse,Other-service,White,Male,55,<=50K
46,Private,2,Never-married,Machine-op-inspct,White,Male,40,<=50K
42,Private,9,Separated,Adm-clerical,White,Female,40,<=50K
60,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
30,Private,13,Never-married,Prof-specialty,White,Male,50,<=50K
27,Private,10,Married-civ-spouse,Transport-moving,White,Male,48,<=50K
20,Private,5,Never-married,Sales,White,Female,32,<=50K
56,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
41,Private,10,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
61,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
47,Private,9,Divorced,Exec-managerial,Black,Female,40,>50K
60,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,37,<=50K
33,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,50,<=50K
40,?,10,Married-civ-spouse,?,White,Female,25,<=50K
48,Private,13,Married-civ-spouse,Prof-specialty,White,Male,45,>50K
56,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,>50K
50,Private,11,Married-civ-spouse,Transport-moving,White,Male,55,>50K
57,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
20,Private,10,Never-married,Adm-clerical,Other,Female,40,<=50K
46,Private,11,Divorced,Tech-support,White,Female,36,<=50K
21,Private,10,Never-married,Prof-specialty,White,Female,40,<=50K
37,Private,9,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
42,Private,10,Married-civ-spouse,Tech-support,White,Male,40,<=50K
20,Private,9,Never-married,Other-service,White,Female,30,<=50K
54,Private,16,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
32,Local-gov,9,Married-civ-spouse,Transport-moving,White,Female,22,<=50K
62,?,10,Married-civ-spouse,?,White,Female,1,<=50K
50,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
49,Federal-gov,10,Never-married,Adm-clerical,Black,Female,40,<=50K
48,Private,12,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
24,Private,10,Never-married,Sales,Black,Female,40,<=50K
46,Private,14,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,>50K
42,Private,9,Divorced,Other-service,White,Female,40,<=50K
52,Self-emp-inc,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
58,Local-gov,12,Widowed,Adm-clerical,Black,Female,40,<=50K
37,Private,10,Divorced,Tech-support,Amer-Indian-Eskimo,Female,40,<=50K
34,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
26,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
18,Private,10,Never-married,Adm-clerical,White,Female,20,<=50K
33,Private,10,Never-married,Prof-specialty,Black,Male,40,<=50K
41,Private,10,Divorced,Sales,White,Female,15,<=50K
21,Private,12,Never-married,Adm-clerical,White,Female,20,<=50K
23,Private,11,Never-married,Tech-support,White,Female,40,<=50K
26,Federal-gov,10,Never-married,Tech-support,White,Female,40,<=50K
33,Private,13,Married-civ-spouse,Other-service,White,Female,40,<=50K
24,Private,10,Never-married,Exec-managerial,White,Female,45,<=50K
43,Private,6,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,42,<=50K
52,State-gov,9,Divorced,Adm-clerical,White,Female,40,<=50K
27,?,10,Divorced,?,Black,Female,40,<=50K
61,Private,4,Divorced,Other-service,White,Female,40,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
35,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
45,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,55,>50K
43,Local-gov,9,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
51,Private,9,Married-civ-spouse,Protective-serv,White,Male,40,>50K
35,Private,13,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
47,Federal-gov,13,Married-civ-spouse,Adm-clerical,White,Male,45,>50K
22,Private,10,Never-married,Adm-clerical,White,Male,40,<=50K
49,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
20,Private,9,Never-married,Craft-repair,White,Male,20,<=50K
19,Private,6,Divorced,Other-service,White,Female,40,<=50K
27,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
42,Private,12,Divorced,Prof-specialty,White,Female,45,<=50K
27,?,10,Divorced,?,White,Male,40,<=50K
23,Self-emp-not-inc,10,Never-married,Farming-fishing,White,Male,35,<=50K
20,Private,10,Never-married,Tech-support,White,Female,10,<=50K
47,Private,9,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
17,Private,8,Never-married,Other-service,Black,Male,18,<=50K
76,?,6,Married-civ-spouse,?,White,Male,1,<=50K
39,Private,10,Divorced,Sales,White,Female,40,<=50K
25,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
31,Private,11,Married-civ-spouse,Exec-managerial,Black,Female,43,<=50K
44,Private,9,Divorced,Transport-moving,Black,Male,20,<=50K
53,Private,11,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
34,Private,10,Separated,Craft-repair,White,Male,45,<=50K
45,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
34,Private,9,Married-civ-spouse,Sales,White,Male,45,<=50K
35,Private,14,Married-civ-spouse,Sales,White,Male,40,>50K
36,Private,10,Never-married,Other-service,White,Male,48,<=50K
45,Private,10,Widowed,Other-service,White,Female,45,<=50K
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
53,Private,12,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
35,Private,14,Married-civ-spouse,Prof-specialty,White,Female,50,>50K
38,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,White,Male,70,<=50K
65,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,40,<=50K
49,Self-emp-not-inc,6,Divorced,Farming-fishing,White,Male,70,<=50K
24,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
54,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
17,Private,6,Never-married,Sales,White,Female,12,<=50K
19,Private,8,Never-married,Other-service,White,Male,16,<=50K
60,Private,9,Widowed,Machine-op-inspct,White,Female,40,<=50K
46,Private,13,Married-civ-spouse,Exec-managerial,White,Male,35,>50K
78,?,14,Widowed,?,White,Female,15,<=50K
26,Private,10,Never-married,Exec-managerial,Black,Female,40,<=50K
58,Private,2,Married-civ-spouse,Other-service,White,Male,38,<=50K
37,Self-emp-not-inc,9,Divorced,Exec-managerial,White,Male,55,<=50K
41,Private,14,Married-civ-spouse,Prof-specialty,White,Male,38,>50K
30,Private,13,Divorced,Exec-managerial,White,Male,40,<=50K
19,Private,10,Never-married,Adm-clerical,White,Female,30,<=50K
48,Private,13,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
22,Private,10,Never-married,Transport-moving,White,Female,24,<=50K
50,Private,14,Married-spouse-absent,Prof-specialty,White,Male,60,<=50K
25,Private,2,Never-married,Priv-house-serv,White,Female,40,<=50K
18,Private,6,Never-married,Other-service,White,Male,6,<=50K
21,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
47,Private,10,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
33,Private,9,Never-married,Other-service,Amer-Indian-Eskimo,Female,36,<=50K
39,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,8,>50K
19,Private,10,Never-married,Other-service,White,Male,24,<=50K
18,Private,6,Never-married,Other-service,White,Male,11,<=50K
36,Private,9,Never-married,Adm-clerical,Black,Male,40,<=50K
23,Private,10,Never-married,Machine-op-inspct,White,Male,25,<=50K
25,?,10,Separated,?,White,Female,20,<=50K
40,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
73,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
35,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
31,Private,12,Married-civ-spouse,Craft-repair,White,Male,40,>50K
20,Private,6,Never-married,Machine-op-inspct,White,Male,40,<=50K
20,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
27,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
66,Self-emp-inc,6,Married-civ-spouse,Sales,White,Male,30,<=50K
66,Private,14,Married-civ-spouse,Sales,White,Male,50,<=50K
64,Private,14,Never-married,Prof-specialty,White,Female,35,<=50K
48,Private,10,Divorced,Transport-moving,White,Male,53,<=50K
24,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,60,<=50K
25,Private,13,Married-civ-spouse,Craft-repair,White,Male,60,>50K
33,Private,7,Separated,Sales,White,Female,20,<=50K
50,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,<=50K
51,Private,4,Married-spouse-absent,Craft-repair,Black,Male,50,<=50K
34,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,38,>50K
41,Local-gov,4,Never-married,Other-service,Black,Female,40,<=50K
30,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
59,Private,10,Divorced,Craft-repair,White,Male,40,<=50K
41,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,>50K
36,Self-emp-not-inc,14,Never-married,Sales,White,Male,45,>50K
37,Private,2,Married-civ-spouse,Farming-fishing,White,Male,85,<=50K
28,Private,9,Never-married,Other-service,Amer-Indian-Eskimo,Male,30,<=50K
19,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
28,Private,10,Married-civ-spouse,Transport-moving,White,Male,45,<=50K
62,Private,6,Married-civ-spouse,Machine-op-inspct,Black,Male,40,<=50K
36,Private,14,Married-civ-spouse,Sales,White,Male,45,>50K
58,Self-emp-not-inc,6,Never-married,Craft-repair,White,Male,40,<=50K
42,Self-emp-inc,9,Divorced,Sales,White,Male,50,<=50K
43,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
32,State-gov,9,Never-married,Exec-managerial,White,Male,50,<=50K
64,Local-gov,5,Never-married,Adm-clerical,White,Male,40,<=50K
39,Private,13,Married-civ-spouse,Prof-specialty,White,Female,20,>50K
26,Private,13,Never-married,Sales,Black,Female,20,<=50K
19,Private,9,Never-married,Other-service,White,Male,30,<=50K
21,Private,9,Never-married,Adm-clerical,White,Female,45,<=50K
32,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
30,Local-gov,12,Married-civ-spouse,Protective-serv,White,Male,45,<=50K
26,Private,13,Never-married,Adm-clerical,White,Female,50,<=50K
20,Private,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,15,<=50K
19,Private,10,Never-married,Transport-moving,White,Male,30,<=50K
33,Federal-gov,13,Married-civ-spouse,Adm-clerical,White,Male,42,>50K
23,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
42,Private,9,Married-civ-spouse,Exec-managerial,White,Female,40,<=50K
30,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,50,<=50K
63,Private,9,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Female,20,<=50K
34,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
60,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,24,<=50K
48,Private,9,Married-civ-spouse,Other-service,White,Male,50,<=50K
25,Private,13,Never-married,Exec-managerial,White,Male,50,<=50K
27,Private,11,Married-civ-spouse,Adm-clerical,Black,Female,40,<=50K
55,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,55,>50K
32,Private,10,Never-married,Machine-op-inspct,Black,Female,40,<=50K
22,Private,10,Never-married,Adm-clerical,White,Male,25,<=50K
25,Private,9,Never-married,Exec-managerial,White,Male,50,<=50K
18,Private,7,Never-married,Other-service,White,Female,16,<=50K
24,Local-gov,10,Married-civ-spouse,Adm-clerical,White,Female,44,<=50K
29,Private,13,Never-married,Exec-managerial,White,Female,40,<=50K
73,?,7,Married-civ-spouse,?,White,Male,3,<=50K
39,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
33,Self-emp-inc,14,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
57,Private,9,Divorced,Machine-op-inspct,White,Female,40,>50K
22,Private,6,Separated,Other-service,White,Female,40,<=50K
33,?,9,Separated,?,White,Female,20,<=50K
33,Private,9,Married-civ-spouse,Transport-moving,White,Male,60,<=50K
42,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
43,Private,13,Separated,Prof-specialty,White,Male,45,<=50K
57,Self-emp-not-inc,10,Married-civ-spouse,Tech-support,White,Male,38,>50K
42,Private,14,Divorced,Prof-specialty,White,Male,40,<=50K
22,Private,10,Never-married,Transport-moving,White,Male,30,<=50K
21,?,10,Never-married,?,White,Female,35,<=50K
42,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,50,>50K
39,Private,10,Married-civ-spouse,Sales,White,Male,55,<=50K
41,Private,10,Married-civ-spouse,Prof-specialty,White,Female,32,>50K
20,Local-gov,9,Never-married,Handlers-cleaners,Black,Male,40,<=50K
47,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
44,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
29,Private,13,Never-married,Adm-clerical,Black,Female,40,<=50K
52,Private,10,Married-spouse-absent,Adm-clerical,White,Female,16,>50K
71,Private,10,Widowed,Sales,White,Male,35,>50K
52,Private,9,Never-married,Craft-repair,White,Male,55,<=50K
36,Private,9,Married-civ-spouse,Sales,White,Male,40,<=50K
53,Private,10,Divorced,Craft-repair,White,Male,48,>50K
37,Private,9,Married-civ-spouse,Other-service,White,Female,30,>50K
26,Private,6,Never-married,Handlers-cleaners,White,Male,40,<=50K
34,Private,13,Married-civ-spouse,Prof-specialty,White,Male,55,>50K
35,Private,13,Never-married,Prof-specialty,White,Male,50,>50K
20,Private,5,Never-married,Sales,White,Female,40,<=50K
34,Local-gov,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
56,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
39,Private,13,Married-civ-spouse,Prof-specialty,White,Female,36,>50K
24,Private,10,Never-married,Tech-support,White,Female,20,<=50K
24,Private,7,Divorced,Sales,White,Female,35,<=50K
23,Private,13,Never-married,Prof-specialty,White,Male,50,<=50K
27,Private,13,Never-married,Prof-specialty,White,Male,45,<=50K
25,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
29,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
42,Private,10,Married-civ-spouse,Machine-op-inspct,White,Female,37,>50K
51,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
31,Private,11,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
59,Private,2,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
29,Private,9,Married-civ-spouse,Other-service,White,Female,40,<=50K
18,Private,9,Never-married,Adm-clerical,White,Female,20,<=50K
24,Private,9,Married-civ-spouse,Craft-repair,White,Female,36,<=50K
38,State-gov,10,Separated,Exec-managerial,White,Male,40,<=50K
36,Private,9,Never-married,Priv-house-serv,Black,Female,28,<=50K
34,Self-emp-not-inc,9,Separated,Exec-managerial,White,Male,50,<=50K
42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,70,>50K
45,Self-emp-not-inc,8,Divorced,Craft-repair,Black,Male,35,<=50K
21,Private,11,Never-married,Transport-moving,White,Male,40,<=50K
64,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,White,Male,60,>50K
32,Private,9,Never-married,Machine-op-inspct,Black,Male,40,<=50K
45,Private,13,Never-married,Prof-specialty,White,Male,40,>50K
53,Private,3,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,<=50K
42,Private,9,Married-civ-spouse,Craft-repair,White,Male,16,<=50K
32,Private,9,Divorced,Other-service,White,Female,40,<=50K
49,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
62,Private,3,Married-civ-spouse,Farming-fishing,White,Male,24,<=50K
28,Private,13,Married-civ-spouse,Exec-managerial,White,Male,45,<=50K
29,?,16,Married-civ-spouse,?,White,Male,50,>50K
32,Private,9,Never-married,Farming-fishing,White,Male,35,<=50K
37,Self-emp-inc,6,Never-married,Transport-moving,White,Male,50,>50K
38,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,>50K
44,Local-gov,9,Divorced,Transport-moving,White,Male,25,<=50K
19,Private,9,Never-married,Transport-moving,White,Male,40,<=50K
22,?,10,Never-married,?,White,Male,40,<=50K
24,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
58,Private,9,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
56,Private,13,Widowed,Other-service,White,Female,40,<=50K
37,Private,6,Divorced,Craft-repair,White,Female,40,<=50K
43,Private,10,Divorced,Machine-op-inspct,White,Male,40,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
34,Private,13,Never-married,Sales,Black,Female,40,<=50K
44,Private,5,Divorced,Other-service,White,Female,50,<=50K
28,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
35,Private,9,Divorced,Other-service,White,Female,35,<=50K
38,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
26,Private,10,Never-married,Tech-support,White,Female,40,<=50K
20,Private,7,Never-married,Transport-moving,White,Male,60,<=50K
24,Private,9,Married-civ-spouse,Craft-repair,White,Male,60,>50K
40,Private,9,Divorced,Craft-repair,White,Male,45,<=50K
23,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
79,Local-gov,7,Married-civ-spouse,Exec-managerial,White,Male,7,<=50K
44,Private,6,Divorced,Adm-clerical,Other,Female,42,<=50K
51,Private,14,Married-civ-spouse,Prof-specialty,White,Female,50,>50K
30,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
52,Private,12,Married-civ-spouse,Sales,White,Male,48,>50K
41,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
33,Private,3,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,40,<=50K
50,Private,13,Divorced,Exec-managerial,White,Male,45,>50K
51,Private,11,Married-civ-spouse,Tech-support,White,Male,40,>50K
41,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
35,Private,13,Married-civ-spouse,Sales,White,Female,30,>50K
34,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
28,Private,13,Never-married,Prof-specialty,White,Male,45,<=50K
31,Self-emp-inc,11,Divorced,Sales,White,Male,40,<=50K
22,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
67,?,9,Widowed,?,White,Female,15,<=50K
65,Private,9,Married-civ-spouse,Sales,White,Male,40,>50K
39,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,50,>50K
23,Private,10,Never-married,Tech-support,White,Male,40,<=50K
29,Self-emp-not-inc,12,Married-civ-spouse,Sales,White,Male,50,<=50K
57,Self-emp-not-inc,6,Divorced,Exec-managerial,White,Male,60,>50K
47,Private,10,Widowed,Other-service,White,Female,35,<=50K
51,Local-gov,9,Married-civ-spouse,Transport-moving,Black,Male,60,<=50K
34,Private,9,Married-civ-spouse,Handlers-cleaners,Black,Male,40,<=50K
52,Private,9,Married-civ-spouse,Exec-managerial,White,Male,60,>50K
29,Private,9,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
25,Local-gov,10,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
21,Private,10,Never-married,Other-service,White,Female,40,<=50K
38,Private,13,Married-spouse-absent,Prof-specialty,White,Female,40,<=50K
55,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,50,>50K
61,Self-emp-inc,13,Separated,Sales,White,Female,30,<=50K
34,Private,12,Never-married,Adm-clerical,Asian-Pac-Islander,Female,60,>50K
41,Private,13,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
27,Local-gov,11,Never-married,Adm-clerical,White,Male,43,<=50K
78,Self-emp-not-inc,13,Never-married,Exec-managerial,White,Male,20,>50K
40,Private,9,Married-civ-spouse,Transport-moving,White,Male,40,>50K
26,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,White,Male,75,<=50K
43,Private,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,60,<=50K
55,?,9,Widowed,?,White,Female,20,<=50K
25,Private,11,Married-civ-spouse,Tech-support,White,Male,40,<=50K
26,Self-emp-not-inc,10,Never-married,Other-service,White,Female,48,<=50K
43,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,68,>50K
25,Private,10,Never-married,Other-service,White,Male,40,<=50K
22,Private,10,Never-married,Adm-clerical,Black,Female,30,<=50K
52,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,55,>50K
61,Private,9,Married-civ-spouse,Adm-clerical,White,Female,5,<=50K
42,Private,13,Never-married,Sales,White,Male,40,<=50K
21,Private,11,Never-married,Adm-clerical,White,Female,40,<=50K
44,Private,9,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,40,<=50K
65,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
56,?,9,Divorced,?,White,Male,10,<=50K
33,Federal-gov,12,Divorced,Other-service,White,Male,40,<=50K
22,Private,6,Never-married,Adm-clerical,White,Female,40,<=50K
43,Private,9,Divorced,Machine-op-inspct,White,Female,24,<=50K
45,Self-emp-inc,9,Divorced,Exec-managerial,White,Male,42,<=50K
42,Private,9,Divorced,Sales,White,Female,42,<=50K
37,Private,9,Married-spouse-absent,Farming-fishing,Other,Male,40,<=50K
56,Private,5,Divorced,Craft-repair,White,Male,40,<=50K
35,?,6,Divorced,?,White,Female,16,<=50K
40,Private,12,Divorced,Adm-clerical,Black,Female,32,<=50K
31,Private,13,Married-civ-spouse,Sales,White,Male,55,<=50K
26,Private,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
26,State-gov,13,Never-married,Prof-specialty,White,Male,40,<=50K
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,70,<=50K
45,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
47,Local-gov,10,Married-civ-spouse,Prof-specialty,Black,Male,50,>50K
22,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
33,Private,13,Never-married,Exec-managerial,White,Male,40,<=50K
37,Private,9,Never-married,Transport-moving,Black,Male,50,<=50K
48,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,98,<=50K
57,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,White,Male,8,<=50K
47,Private,10,Divorced,Adm-clerical,White,Female,60,<=50K
58,Local-gov,5,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
55,Private,7,Widowed,Adm-clerical,White,Female,40,<=50K
52,Private,10,Married-civ-spouse,Craft-repair,White,Male,55,<=50K
29,Private,13,Never-married,Prof-specialty,White,Male,40,<=50K
42,Private,14,Never-married,Prof-specialty,White,Female,40,<=50K
23,Private,9,Divorced,Craft-repair,White,Male,60,<=50K
23,Private,8,Never-married,Other-service,White,Female,30,<=50K
46,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,White,Male,60,<=50K
30,Private,10,Never-married,Machine-op-inspct,White,Male,40,<=50K
43,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Female,70,>50K
25,Private,10,Never-married,Adm-clerical,White,Female,30,<=50K
32,Private,9,Married-civ-spouse,Transport-moving,White,Male,80,>50K
56,Private,5,Married-civ-spouse,Transport-moving,Black,Male,40,<=50K
33,Private,9,Married-civ-spouse,Transport-moving,White,Male,43,<=50K
19,State-gov,10,Never-married,Adm-clerical,White,Male,10,<=50K
20,Private,10,Never-married,Sales,White,Female,18,<=50K
34,Private,10,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
34,Private,5,Divorced,Other-service,White,Female,40,<=50K
55,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
55,Private,5,Married-civ-spouse,Tech-support,White,Female,23,<=50K
31,Private,10,Never-married,Sales,White,Male,45,<=50K
30,Private,9,Divorced,Other-service,White,Female,40,<=50K
31,Private,9,Divorced,Other-service,White,Male,40,<=50K
51,Private,9,Separated,Machine-op-inspct,White,Male,40,<=50K
59,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
58,Private,9,Divorced,Adm-clerical,Black,Female,36,<=50K
40,Private,5,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
54,Private,9,Married-civ-spouse,Craft-repair,Black,Male,40,<=50K
25,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
18,Self-emp-inc,7,Never-married,Farming-fishing,White,Male,30,<=50K
41,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
57,Private,6,Widowed,Other-service,White,Female,40,<=50K
37,Private,9,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
46,Private,9,Never-married,Other-service,White,Female,24,<=50K
39,Private,9,Never-married,Other-service,White,Female,38,<=50K
19,Private,9,Never-married,Craft-repair,White,Female,40,<=50K
41,Private,12,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
54,Private,9,Never-married,Adm-clerical,White,Male,41,<=50K
39,Private,14,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
41,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
26,Private,15,Never-married,Prof-specialty,White,Female,30,<=50K
57,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,White,Male,50,<=50K
33,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,40,>50K
56,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
60,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
22,Private,9,Never-married,Transport-moving,White,Male,70,<=50K
58,Private,8,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
48,Federal-gov,14,Married-spouse-absent,Exec-managerial,White,Female,50,>50K
45,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,55,>50K
18,Private,9,Never-married,Sales,Asian-Pac-Islander,Female,40,<=50K
56,Private,9,Widowed,Other-service,White,Female,40,<=50K
48,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,60,>50K
40,Private,13,Never-married,Tech-support,Asian-Pac-Islander,Female,48,<=50K
38,Private,9,Divorced,Other-service,White,Male,32,<=50K
58,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
23,Private,10,Never-married,Exec-managerial,White,Male,50,<=50K
63,Private,10,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
51,Private,13,Divorced,Prof-specialty,White,Male,45,<=50K
